rank,university,city,field,branch,acceptance_rate,funding
50,Silliman University,Dumaguete City,Mathematics,Overall,64,Private
51,University of the City of Manila,Manila,Mathematics,Overall,13,"Public-private
partnership"
52,Ateneo de Davao University,Davao,Mathematics,Overall,50,Private
53,Sorsogon State College,Sorsogon,Mathematics,Overall,81,"Public-private
partnership"
54,Don Mariano Marcos Memorial State University,Bacnotan,Mathematics,Overall,50,"Public-private
partnership"
55,San Beda University,Manila,Mathematics,Overall,63,Private
56,University of San Jose-Recoletos,Cebu,Mathematics,Overall,61,Private
57,University of Northern Philippines,Vigan City,Mathematics,Overall,100,"Public-private
partnership"
58,Adventist University of the Philippines,Cavite City,Mathematics,Overall,87,Private
59,University of Eastern Philippines,Catarman,Mathematics,Overall,85,"Public-private
partnership"
60,University of Zamboanga,Zamboanga,Mathematics,Overall,88,Private
61,University of the Immaculate Conception,Davao,Mathematics,Overall,74,Private
62,University of the Philippines Mindanao,Davao,Mathematics,Overall,70,"Public-private
partnership"
63,Xavier University - Ateneo de Cagayan,Cagayan de Oro,Mathematics,Overall,48,Private
64,University of Bohol,Tagbilaran City,Mathematics,Overall,76,Private
65,Southern Luzon State University,Lucban,Mathematics,Overall,86,"Public-private
partnership"
66,Bohol Island State University,Bilar,Mathematics,Overall,72,"Public-private
partnership"
1,Technological Institute of the Philippines,Manila,Mathematics,Cryptography and Distributed computing,66,Private
2,University of the Philippines Diliman,Quezon,Mathematics,Cryptography and Distributed computing,12,"Public-private
partnership"
3,De La Salle University,Manila,Mathematics,Cryptography and Distributed computing,35,Private
4,Emilio Aguinaldo College,Manila,Mathematics,Cryptography and Distributed computing,92,Private
1,University of the Philippines Diliman,Quezon,Mathematics,Econometrics,12,"Public-private
partnership"
2,De La Salle University,Manila,Mathematics,Econometrics,35,Private
3,Asian Institute of Management,Makati,Mathematics,Econometrics,60,Private
4,Ateneo de Manila University,Quezon,Mathematics,Econometrics,42,Private
5,University of the Philippines Los Banos,Los Banos,Mathematics,Econometrics,15,"Public-private
partnership"
6,University of Santo Tomas,Manila,Mathematics,Econometrics,90,Private
7,University of San Carlos,Cebu,Mathematics,Econometrics,61,Private
8,Polytechnic University of the Philippines,Manila,Mathematics,Econometrics,40,"Public-private
partnership"
9,Mapua University,Manila,Mathematics,Econometrics,78,Private
10,University of the Philippines Manila,Manila,Mathematics,Econometrics,51,"Public-private
partnership"
1,De La Salle University,Manila,Mathematics,Mathematics Education,35,Private
2,Laguna State Polytechnic University,Sta. Cruz,Mathematics,Mathematics Education,23,"Public-private
partnership"
3,Philippine Normal University,Manila,Mathematics,Mathematics Education,50,"Public-private
partnership"
4,Ateneo de Manila University,Quezon,Mathematics,Mathematics Education,42,Private
5,University of Mindanao,Davao,Mathematics,Mathematics Education,92,Private
6,Bulacan State University,Malolos,Mathematics,Mathematics Education,52,"Public-private
partnership"
7,University of Santo Tomas,Manila,Mathematics,Mathematics Education,90,Private
8,University of the Philippines Diliman,Quezon,Mathematics,Mathematics Education,12,"Public-private
partnership"
9,Mindanao State University,Marawi,Mathematics,Mathematics Education,53,"Public-private
partnership"
10,Cebu Normal University,Cebu,Mathematics,Mathematics Education,71,"Public-private
partnership"
11,Visayas State University,Baybay,Mathematics,Mathematics Education,82,"Public-private
partnership"
12,Central Luzon State University,Science City of Munoz,Mathematics,Mathematics Education,67,"Public-private
partnership"
13,Angeles University Foundation,Angeles,Mathematics,Mathematics Education,80,Private
14,Lyceum of the Philippines University,Manila,Mathematics,Mathematics Education,82,Private
15,Batangas State University,Batangas,Mathematics,Mathematics Education,85,"Public-private
partnership"
16,Isabela State University,Echague,Mathematics,Mathematics Education,88,"Public-private
partnership"
17,Leyte Normal University,Tacloban,Mathematics,Mathematics Education,84,"Public-private
partnership"
18,Mapua University,Manila,Mathematics,Mathematics Education,78,Private
19,University of the East - Philippines,Manila,Mathematics,Mathematics Education,70,Private
20,Surigao del Sur State University,Tandag,Mathematics,Mathematics Education,83,"Public-private
partnership"
21,Polytechnic University of the Philippines,Manila,Mathematics,Mathematics Education,40,"Public-private
partnership"
22,Mindanao State University - Iligan Institute of Technology,Iligan,Mathematics,Mathematics Education,40,"Public-private
partnership"
23,Caraga State University,Butuan,Mathematics,Mathematics Education,84,"Public-private
partnership"
24,University of San Carlos,Cebu,Mathematics,Mathematics Education,61,Private
25,University of the Philippines Los Banos,Los Banos,Mathematics,Mathematics Education,15,"Public-private
partnership"
26,University of Science and Technology of Southern Philippines,Cagayan de Oro,Mathematics,Mathematics Education,80,"Public-private
partnership"
27,University of Perpetual Help System DALTA,Las Pinas,Mathematics,Mathematics Education,56,Private
28,Bukidnon State University,Malaybalay,Mathematics,Mathematics Education,87,"Public-private
partnership"
29,University of the Philippines Manila,Manila,Mathematics,Mathematics Education,51,"Public-private
partnership"
30,West Visayas State University,Iloilo,Mathematics,Mathematics Education,67,"Public-private
partnership"
31,Palawan State University,Puerto Princesa,Mathematics,Mathematics Education,75,"Public-private
partnership"
32,Nueva Vizcaya State University,Bayombong,Mathematics,Mathematics Education,100,"Public-private
partnership"
33,Liceo de Cagayan University,Cagayan de Oro,Mathematics,Mathematics Education,86,Private
34,Adamson University,Manila,Mathematics,Mathematics Education,61,Private
35,Sorsogon State College,Sorsogon,Mathematics,Mathematics Education,81,"Public-private
partnership"
36,Benguet State University,La Trinidad,Mathematics,Mathematics Education,100,"Public-private
partnership"
37,Mariano Marcos State University,Batac,Mathematics,Mathematics Education,82,"Public-private
partnership"
38,Emilio Aguinaldo College,Manila,Mathematics,Mathematics Education,92,Private
39,University of Zamboanga,Zamboanga,Mathematics,Mathematics Education,88,Private
40,Samar State University,Catbalogan City,Mathematics,Mathematics Education,92,"Public-private
partnership"
41,Central Mindanao University,Maramag,Mathematics,Mathematics Education,74,"Public-private
partnership"
42,University of Eastern Philippines,Catarman,Mathematics,Mathematics Education,85,"Public-private
partnership"
43,University of Southern Mindanao,Kabacan,Mathematics,Mathematics Education,50,"Public-private
partnership"
44,University of Southeastern Philippines,Davao,Mathematics,Mathematics Education,100,"Public-private
partnership"
45,University of the Immaculate Conception,Davao,Mathematics,Mathematics Education,74,Private
1,De La Salle University,Manila,Mathematics,Operations Research,35,Private
2,University of the Philippines Diliman,Quezon,Mathematics,Operations Research,12,"Public-private
partnership"
3,Mapua University,Manila,Mathematics,Operations Research,78,Private
1,University of the Philippines Diliman,Quezon,Mathematics,Statistics,12,"Public-private
partnership"
2,De La Salle University,Manila,Mathematics,Statistics,35,Private
3,University of the Philippines Manila,Manila,Mathematics,Statistics,51,"Public-private
partnership"
4,University of Santo Tomas,Manila,Mathematics,Statistics,90,Private
5,Mapua University,Manila,Mathematics,Statistics,78,Private
6,Ateneo de Manila University,Quezon,Mathematics,Statistics,42,Private
7,University of the Philippines Los Banos,Los Banos,Mathematics,Statistics,15,"Public-private
partnership"
8,Asian Institute of Management,Makati,Mathematics,Statistics,60,Private
9,University of Mindanao,Davao,Mathematics,Statistics,92,Private
10,University of San Carlos,Cebu,Mathematics,Statistics,61,Private
11,Technological Institute of the Philippines,Manila,Mathematics,Statistics,66,Private
12,Mindanao State University - Iligan Institute of Technology,Iligan,Mathematics,Statistics,40,"Public-private
partnership"
13,Visayas State University,Baybay,Mathematics,Statistics,82,"Public-private
partnership"
14,Angeles University Foundation,Angeles,Mathematics,Statistics,80,Private
15,West Visayas State University,Iloilo,Mathematics,Statistics,67,"Public-private
partnership"
16,Laguna State Polytechnic University,Sta. Cruz,Mathematics,Statistics,23,"Public-private
partnership"
17,Polytechnic University of the Philippines,Manila,Mathematics,Statistics,40,"Public-private
partnership"
18,Philippine Normal University,Manila,Mathematics,Statistics,50,"Public-private
partnership"
19,Mindanao State University,Marawi,Mathematics,Statistics,53,"Public-private
partnership"
20,Caraga State University,Butuan,Mathematics,Statistics,84,"Public-private
partnership"
21,Adamson University,Manila,Mathematics,Statistics,61,Private
22,Bulacan State University,Malolos,Mathematics,Statistics,52,"Public-private
partnership"
23,University of Science and Technology of Southern Philippines,Cagayan de Oro,Mathematics,Statistics,80,"Public-private
partnership"
24,University of Southeastern Philippines,Davao,Mathematics,Statistics,100,"Public-private
partnership"
25,University of the East - Philippines,Manila,Mathematics,Statistics,70,Private
26,Lyceum of the Philippines University,Manila,Mathematics,Statistics,82,Private
27,University of the Philippines in the Visayas,Iloilo,Mathematics,Statistics,12,"Public-private
partnership"
28,Batangas State University,Batangas,Mathematics,Statistics,85,"Public-private
partnership"
29,Central Luzon State University,Science City of Munoz,Mathematics,Statistics,67,"Public-private
partnership"
30,Liceo de Cagayan University,Cagayan de Oro,Mathematics,Statistics,86,Private
31,University of Asia and the Pacific,Pasig,Mathematics,Statistics,74,Private
32,Cebu Normal University,Cebu,Mathematics,Statistics,71,"Public-private
partnership"
33,Central Mindanao University,Maramag,Mathematics,Statistics,74,"Public-private
partnership"
34,University of Southern Mindanao,Kabacan,Mathematics,Statistics,50,"Public-private
partnership"
35,Surigao del Sur State University,Tandag,Mathematics,Statistics,83,"Public-private
partnership"
36,Isabela State University,Echague,Mathematics,Statistics,88,"Public-private
partnership"
37,Mariano Marcos State University,Batac,Mathematics,Statistics,82,"Public-private
partnership"
38,Samar State University,Catbalogan City,Mathematics,Statistics,92,"Public-private
partnership"
39,University of Perpetual Help System DALTA,Las Pinas,Mathematics,Statistics,56,Private
40,Nueva Vizcaya State University,Bayombong,Mathematics,Statistics,100,"Public-private
partnership"
41,University of the Philippines Baguio,Baguio,Mathematics,Statistics,45,"Public-private
partnership"
42,Benguet State University,La Trinidad,Mathematics,Statistics,100,"Public-private
partnership"
43,San Beda University,Manila,Mathematics,Statistics,63,Private
44,Bukidnon State University,Malaybalay,Mathematics,Statistics,87,"Public-private
partnership"
45,Emilio Aguinaldo College,Manila,Mathematics,Statistics,92,Private
46,University of the City of Manila,Manila,Mathematics,Statistics,13,"Public-private
partnership"
47,University of San Jose-Recoletos,Cebu,Mathematics,Statistics,61,Private
48,Adventist University of the Philippines,Cavite City,Mathematics,Statistics,87,Private
49,Leyte Normal University,Tacloban,Mathematics,Statistics,84,"Public-private
partnership"
50,University of the Immaculate Conception,Davao,Mathematics,Statistics,74,Private
51,University of Bohol,Tagbilaran City,Mathematics,Statistics,76,Private
1,University of the Philippines Manila,Manila,Medicine,Overall,51,"Public-private
partnership"
2,University of the Philippines Diliman,Quezon,Medicine,Overall,12,"Public-private
partnership"
3,De La Salle University,Manila,Medicine,Overall,35,Private
4,University of Santo Tomas,Manila,Medicine,Overall,90,Private
5,University of the Philippines Los Banos,Los Banos,Medicine,Overall,15,"Public-private
partnership"
6,Ateneo de Manila University,Quezon,Medicine,Overall,42,Private
7,Angeles University Foundation,Angeles,Medicine,Overall,80,Private
8,Mapua University,Manila,Medicine,Overall,78,Private
9,Central Luzon State University,Science City of Munoz,Medicine,Overall,67,"Public-private
partnership"
10,Visayas State University,Baybay,Medicine,Overall,82,"Public-private
partnership"
11,University of San Carlos,Cebu,Medicine,Overall,61,Private
12,University of Asia and the Pacific,Pasig,Medicine,Overall,74,Private
13,University of Mindanao,Davao,Medicine,Overall,92,Private
14,Laguna State Polytechnic University,Sta. Cruz,Medicine,Overall,23,"Public-private
partnership"
15,Mindanao State University,Marawi,Medicine,Overall,53,"Public-private
partnership"
16,Mindanao State University - Iligan Institute of Technology,Iligan,Medicine,Overall,40,"Public-private
partnership"
17,West Visayas State University,Iloilo,Medicine,Overall,67,"Public-private
partnership"
18,Philippine Normal University,Manila,Medicine,Overall,50,"Public-private
partnership"
19,University of the East - Philippines,Manila,Medicine,Overall,70,Private
20,Adamson University,Manila,Medicine,Overall,61,Private
21,Bulacan State University,Malolos,Medicine,Overall,52,"Public-private
partnership"
22,Lyceum of the Philippines University,Manila,Medicine,Overall,82,Private
23,University of the Philippines in the Visayas,Iloilo,Medicine,Overall,12,"Public-private
partnership"
24,Silliman University,Dumaguete City,Medicine,Overall,64,Private
25,Cebu Normal University,Cebu,Medicine,Overall,71,"Public-private
partnership"
26,Caraga State University,Butuan,Medicine,Overall,84,"Public-private
partnership"
27,Polytechnic University of the Philippines,Manila,Medicine,Overall,40,"Public-private
partnership"
28,Leyte Normal University,Tacloban,Medicine,Overall,84,"Public-private
partnership"
29,Central Mindanao University,Maramag,Medicine,Overall,74,"Public-private
partnership"
30,Asian Institute of Management,Makati,Medicine,Overall,60,Private
31,Samar State University,Catbalogan City,Medicine,Overall,92,"Public-private
partnership"
32,University of Perpetual Help System DALTA,Las Pinas,Medicine,Overall,56,Private
33,Batangas State University,Batangas,Medicine,Overall,85,"Public-private
partnership"
34,Isabela State University,Echague,Medicine,Overall,88,"Public-private
partnership"
35,Adventist University of the Philippines,Cavite City,Medicine,Overall,87,Private
36,University of Southern Mindanao,Kabacan,Medicine,Overall,50,"Public-private
partnership"
37,Liceo de Cagayan University,Cagayan de Oro,Medicine,Overall,86,Private
38,San Beda University,Manila,Medicine,Overall,63,Private
39,University of the Philippines Baguio,Baguio,Medicine,Overall,45,"Public-private
partnership"
40,University of the City of Manila,Manila,Medicine,Overall,13,"Public-private
partnership"
41,Technological Institute of the Philippines,Manila,Medicine,Overall,66,Private
42,Palawan State University,Puerto Princesa,Medicine,Overall,75,"Public-private
partnership"
43,Benguet State University,La Trinidad,Medicine,Overall,100,"Public-private
partnership"
44,University of Zamboanga,Zamboanga,Medicine,Overall,88,Private
45,Ateneo de Davao University,Davao,Medicine,Overall,50,Private
46,Assumption College San Lorenzo,Makati,Medicine,Overall,84,Private
47,University of the Philippines Mindanao,Davao,Medicine,Overall,70,"Public-private
partnership"
48,University of Science and Technology of Southern Philippines,Cagayan de Oro,Medicine,Overall,80,"Public-private
partnership"
49,Bukidnon State University,Malaybalay,Medicine,Overall,87,"Public-private
partnership"
50,Mariano Marcos State University,Batac,Medicine,Overall,82,"Public-private
partnership"
51,Emilio Aguinaldo College,Manila,Medicine,Overall,92,Private
52,Surigao del Sur State University,Tandag,Medicine,Overall,83,"Public-private
partnership"
53,University of Southeastern Philippines,Davao,Medicine,Overall,100,"Public-private
partnership"
54,De La Salle - College of Saint Benilde,Manila,Medicine,Overall,67,Private
55,Don Mariano Marcos Memorial State University,Bacnotan,Medicine,Overall,50,"Public-private
partnership"
56,Southwestern University PHINMA,Cebu,Medicine,Overall,86,Private
57,Nueva Vizcaya State University,Bayombong,Medicine,Overall,100,"Public-private
partnership"
58,University of Bohol,Tagbilaran City,Medicine,Overall,76,Private
59,Adventist International Institute of Advanced Studies,Silang,Medicine,Overall,73,Private
60,Xavier University - Ateneo de Cagayan,Cagayan de Oro,Medicine,Overall,48,Private
61,University of Eastern Philippines,Catarman,Medicine,Overall,85,"Public-private
partnership"
62,University of the Immaculate Conception,Davao,Medicine,Overall,74,Private
63,Sorsogon State College,Sorsogon,Medicine,Overall,81,"Public-private
partnership"
64,Ateneo de Zamboanga University,Zamboanga,Medicine,Overall,65,Private
65,Southern Luzon State University,Lucban,Medicine,Overall,86,"Public-private
partnership"
66,Quirino State University,Diffun,Medicine,Overall,69,"Public-private
partnership"
67,Far Eastern University in Philippines,Manila,Medicine,Overall,74,Private
68,University of Northern Philippines,Vigan City,Medicine,Overall,100,"Public-private
partnership"
69,University of San Jose-Recoletos,Cebu,Medicine,Overall,61,Private
70,Bohol Island State University,Bilar,Medicine,Overall,72,"Public-private
partnership"
1,University of the Philippines Manila,Manila,Medicine,Anatomy / Physiology,51,"Public-private
partnership"
2,University of the Philippines Diliman,Quezon,Medicine,Anatomy / Physiology,12,"Public-private
partnership"
3,University of Santo Tomas,Manila,Medicine,Anatomy / Physiology,90,Private
4,De La Salle University,Manila,Medicine,Anatomy / Physiology,35,Private
5,University of the Philippines Los Banos,Los Banos,Medicine,Anatomy / Physiology,15,"Public-private
partnership"
6,Mapua University,Manila,Medicine,Anatomy / Physiology,78,Private
7,Central Luzon State University,Science City of Munoz,Medicine,Anatomy / Physiology,67,"Public-private
partnership"
8,University of San Carlos,Cebu,Medicine,Anatomy / Physiology,61,Private
1,University of the Philippines Manila,Manila,Medicine,Anesthesiology,51,"Public-private
partnership"
2,University of Santo Tomas,Manila,Medicine,Anesthesiology,90,Private
3,University of Asia and the Pacific,Pasig,Medicine,Anesthesiology,74,Private
1,University of the Philippines Manila,Manila,Medicine,Cardiology,51,"Public-private
partnership"
2,University of Santo Tomas,Manila,Medicine,Cardiology,90,Private
1,De La Salle University,Manila,Medicine,Clinical Psychology,35,Private
2,University of the Philippines Manila,Manila,Medicine,Clinical Psychology,51,"Public-private
partnership"
3,University of Santo Tomas,Manila,Medicine,Clinical Psychology,90,Private
4,University of Mindanao,Davao,Medicine,Clinical Psychology,92,Private
5,Ateneo de Manila University,Quezon,Medicine,Clinical Psychology,42,Private
6,Angeles University Foundation,Angeles,Medicine,Clinical Psychology,80,Private
7,University of the Philippines Diliman,Quezon,Medicine,Clinical Psychology,12,"Public-private
partnership"
8,Mindanao State University - Iligan Institute of Technology,Iligan,Medicine,Clinical Psychology,40,"Public-private
partnership"
9,Laguna State Polytechnic University,Sta. Cruz,Medicine,Clinical Psychology,23,"Public-private
partnership"
10,Lyceum of the Philippines University,Manila,Medicine,Clinical Psychology,82,Private
11,University of San Carlos,Cebu,Medicine,Clinical Psychology,61,Private
12,Mindanao State University,Marawi,Medicine,Clinical Psychology,53,"Public-private
partnership"
1,University of the Philippines Manila,Manila,Medicine,Critical Care Nursing,51,"Public-private
partnership"
2,University of Santo Tomas,Manila,Medicine,Critical Care Nursing,90,Private
3,University of Asia and the Pacific,Pasig,Medicine,Critical Care Nursing,74,Private
1,University of the Philippines Manila,Manila,Medicine,Dermatology,51,"Public-private
partnership"
2,University of Santo Tomas,Manila,Medicine,Dermatology,90,Private
3,Angeles University Foundation,Angeles,Medicine,Dermatology,80,Private
1,University of the Philippines Manila,Manila,Medicine,Family medicine,51,"Public-private
partnership"
2,University of Santo Tomas,Manila,Medicine,Family medicine,90,Private
3,De La Salle University,Manila,Medicine,Family medicine,35,Private
4,University of the Philippines Diliman,Quezon,Medicine,Family medicine,12,"Public-private
partnership"
5,Angeles University Foundation,Angeles,Medicine,Family medicine,80,Private
6,Ateneo de Manila University,Quezon,Medicine,Family medicine,42,Private
7,University of Asia and the Pacific,Pasig,Medicine,Family medicine,74,Private
1,University of the Philippines Diliman,Quezon,Medicine,Forensic Science,12,"Public-private
partnership"
2,University of the Philippines Los Banos,Los Banos,Medicine,Forensic Science,15,"Public-private
partnership"
1,University of the Philippines Manila,Manila,Medicine,Gastroenterology and Hepatology,51,"Public-private
partnership"
2,University of Santo Tomas,Manila,Medicine,Gastroenterology and Hepatology,90,Private
1,University of the Philippines Manila,Manila,Medicine,Gerontology,51,"Public-private
partnership"
2,University of Santo Tomas,Manila,Medicine,Gerontology,90,Private
3,De La Salle University,Manila,Medicine,Gerontology,35,Private
4,University of the Philippines Diliman,Quezon,Medicine,Gerontology,12,"Public-private
partnership"
5,University of San Carlos,Cebu,Medicine,Gerontology,61,Private
6,Ateneo de Manila University,Quezon,Medicine,Gerontology,42,Private
1,University of the Philippines Manila,Manila,Medicine,Health Science,51,"Public-private
partnership"
2,University of Santo Tomas,Manila,Medicine,Health Science,90,Private
3,Laguna State Polytechnic University,Sta. Cruz,Medicine,Health Science,23,"Public-private
partnership"
4,De La Salle University,Manila,Medicine,Health Science,35,Private
5,Philippine Normal University,Manila,Medicine,Health Science,50,"Public-private
partnership"
6,University of Mindanao,Davao,Medicine,Health Science,92,Private
7,Angeles University Foundation,Angeles,Medicine,Health Science,80,Private
8,West Visayas State University,Iloilo,Medicine,Health Science,67,"Public-private
partnership"
9,University of the Philippines Diliman,Quezon,Medicine,Health Science,12,"Public-private
partnership"
10,Lyceum of the Philippines University,Manila,Medicine,Health Science,82,Private
11,Cebu Normal University,Cebu,Medicine,Health Science,71,"Public-private
partnership"
12,Ateneo de Manila University,Quezon,Medicine,Health Science,42,Private
13,Central Luzon State University,Science City of Munoz,Medicine,Health Science,67,"Public-private
partnership"
14,Mindanao State University,Marawi,Medicine,Health Science,53,"Public-private
partnership"
15,Bulacan State University,Malolos,Medicine,Health Science,52,"Public-private
partnership"
16,Visayas State University,Baybay,Medicine,Health Science,82,"Public-private
partnership"
17,Polytechnic University of the Philippines,Manila,Medicine,Health Science,40,"Public-private
partnership"
18,Leyte Normal University,Tacloban,Medicine,Health Science,84,"Public-private
partnership"
19,Adamson University,Manila,Medicine,Health Science,61,Private
20,Mapua University,Manila,Medicine,Health Science,78,Private
21,Caraga State University,Butuan,Medicine,Health Science,84,"Public-private
partnership"
22,Batangas State University,Batangas,Medicine,Health Science,85,"Public-private
partnership"
23,University of the Philippines Los Banos,Los Banos,Medicine,Health Science,15,"Public-private
partnership"
24,Liceo de Cagayan University,Cagayan de Oro,Medicine,Health Science,86,Private
25,Emilio Aguinaldo College,Manila,Medicine,Health Science,92,Private
26,Isabela State University,Echague,Medicine,Health Science,88,"Public-private
partnership"
27,Bukidnon State University,Malaybalay,Medicine,Health Science,87,"Public-private
partnership"
28,Surigao del Sur State University,Tandag,Medicine,Health Science,83,"Public-private
partnership"
29,University of Perpetual Help System DALTA,Las Pinas,Medicine,Health Science,56,Private
30,Benguet State University,La Trinidad,Medicine,Health Science,100,"Public-private
partnership"
31,Samar State University,Catbalogan City,Medicine,Health Science,92,"Public-private
partnership"
32,Mindanao State University - Iligan Institute of Technology,Iligan,Medicine,Health Science,40,"Public-private
partnership"
33,Adventist University of the Philippines,Cavite City,Medicine,Health Science,87,Private
34,University of Bohol,Tagbilaran City,Medicine,Health Science,76,Private
1,University of the Philippines Manila,Manila,Medicine,Healthcare Administration,51,"Public-private
partnership"
2,De La Salle University,Manila,Medicine,Healthcare Administration,35,Private
3,University of Santo Tomas,Manila,Medicine,Healthcare Administration,90,Private
4,University of the Philippines Diliman,Quezon,Medicine,Healthcare Administration,12,"Public-private
partnership"
5,Ateneo de Manila University,Quezon,Medicine,Healthcare Administration,42,Private
6,Mapua University,Manila,Medicine,Healthcare Administration,78,Private
1,University of the Philippines Manila,Manila,Medicine,Immunology,51,"Public-private
partnership"
2,University of Santo Tomas,Manila,Medicine,Immunology,90,Private
3,University of the Philippines Los Banos,Los Banos,Medicine,Immunology,15,"Public-private
partnership"
4,University of the Philippines Diliman,Quezon,Medicine,Immunology,12,"Public-private
partnership"
5,De La Salle University,Manila,Medicine,Immunology,35,Private
6,Angeles University Foundation,Angeles,Medicine,Immunology,80,Private
7,Ateneo de Manila University,Quezon,Medicine,Immunology,42,Private
8,Central Luzon State University,Science City of Munoz,Medicine,Immunology,67,"Public-private
partnership"
9,Mapua University,Manila,Medicine,Immunology,78,Private
10,University of San Carlos,Cebu,Medicine,Immunology,61,Private
11,University of Asia and the Pacific,Pasig,Medicine,Immunology,74,Private
12,Visayas State University,Baybay,Medicine,Immunology,82,"Public-private
partnership"
13,University of Southern Mindanao,Kabacan,Medicine,Immunology,50,"Public-private
partnership"
14,Mindanao State University - Iligan Institute of Technology,Iligan,Medicine,Immunology,40,"Public-private
partnership"
1,University of the Philippines Manila,Manila,Medicine,Nursing,51,"Public-private
partnership"
2,De La Salle University,Manila,Medicine,Nursing,35,Private
3,University of Santo Tomas,Manila,Medicine,Nursing,90,Private
4,Ateneo de Manila University,Quezon,Medicine,Nursing,42,Private
5,University of the Philippines Los Banos,Los Banos,Medicine,Nursing,15,"Public-private
partnership"
6,University of the Philippines Diliman,Quezon,Medicine,Nursing,12,"Public-private
partnership"
7,Angeles University Foundation,Angeles,Medicine,Nursing,80,Private
8,Visayas State University,Baybay,Medicine,Nursing,82,"Public-private
partnership"
9,West Visayas State University,Iloilo,Medicine,Nursing,67,"Public-private
partnership"
10,San Beda University,Manila,Medicine,Nursing,63,Private
11,University of Asia and the Pacific,Pasig,Medicine,Nursing,74,Private
12,Cebu Normal University,Cebu,Medicine,Nursing,71,"Public-private
partnership"
13,Mapua University,Manila,Medicine,Nursing,78,Private
14,Mindanao State University,Marawi,Medicine,Nursing,53,"Public-private
partnership"
15,Mindanao State University - Iligan Institute of Technology,Iligan,Medicine,Nursing,40,"Public-private
partnership"
16,Philippine Normal University,Manila,Medicine,Nursing,50,"Public-private
partnership"
17,Lyceum of the Philippines University,Manila,Medicine,Nursing,82,Private
18,Liceo de Cagayan University,Cagayan de Oro,Medicine,Nursing,86,Private
19,University of Mindanao,Davao,Medicine,Nursing,92,Private
20,Laguna State Polytechnic University,Sta. Cruz,Medicine,Nursing,23,"Public-private
partnership"
21,Adventist University of the Philippines,Cavite City,Medicine,Nursing,87,Private
1,University of Santo Tomas,Manila,Medicine,Occupational Therapy,90,Private
2,University of the Philippines Manila,Manila,Medicine,Occupational Therapy,51,"Public-private
partnership"
1,University of the Philippines Manila,Manila,Medicine,Oncology,51,"Public-private
partnership"
2,University of Santo Tomas,Manila,Medicine,Oncology,90,Private
3,University of the Philippines Diliman,Quezon,Medicine,Oncology,12,"Public-private
partnership"
4,University of Asia and the Pacific,Pasig,Medicine,Oncology,74,Private
5,De La Salle University,Manila,Medicine,Oncology,35,Private
1,University of the Philippines Manila,Manila,Medicine,Paramedicine and Emergency,51,"Public-private
partnership"
2,University of Santo Tomas,Manila,Medicine,Paramedicine and Emergency,90,Private
3,De La Salle University,Manila,Medicine,Paramedicine and Emergency,35,Private
4,Ateneo de Manila University,Quezon,Medicine,Paramedicine and Emergency,42,Private
5,University of the Philippines Diliman,Quezon,Medicine,Paramedicine and Emergency,12,"Public-private
partnership"
6,Mapua University,Manila,Medicine,Paramedicine and Emergency,78,Private
1,University of the Philippines Manila,Manila,Medicine,Pathology,51,"Public-private
partnership"
2,De La Salle University,Manila,Medicine,Pathology,35,Private
3,University of Santo Tomas,Manila,Medicine,Pathology,90,Private
4,University of the Philippines Diliman,Quezon,Medicine,Pathology,12,"Public-private
partnership"
5,Ateneo de Manila University,Quezon,Medicine,Pathology,42,Private
6,University of the Philippines Los Banos,Los Banos,Medicine,Pathology,15,"Public-private
partnership"
7,Angeles University Foundation,Angeles,Medicine,Pathology,80,Private
8,Mapua University,Manila,Medicine,Pathology,78,Private
9,University of San Carlos,Cebu,Medicine,Pathology,61,Private
10,University of Asia and the Pacific,Pasig,Medicine,Pathology,74,Private
11,University of Mindanao,Davao,Medicine,Pathology,92,Private
12,Visayas State University,Baybay,Medicine,Pathology,82,"Public-private
partnership"
13,West Visayas State University,Iloilo,Medicine,Pathology,67,"Public-private
partnership"
14,Central Luzon State University,Science City of Munoz,Medicine,Pathology,67,"Public-private
partnership"
15,Leyte Normal University,Tacloban,Medicine,Pathology,84,"Public-private
partnership"
16,Bulacan State University,Malolos,Medicine,Pathology,52,"Public-private
partnership"
17,Mindanao State University,Marawi,Medicine,Pathology,53,"Public-private
partnership"
18,Caraga State University,Butuan,Medicine,Pathology,84,"Public-private
partnership"
19,University of the East - Philippines,Manila,Medicine,Pathology,70,Private
20,Mindanao State University - Iligan Institute of Technology,Iligan,Medicine,Pathology,40,"Public-private
partnership"
21,Central Mindanao University,Maramag,Medicine,Pathology,74,"Public-private
partnership"
22,Polytechnic University of the Philippines,Manila,Medicine,Pathology,40,"Public-private
partnership"
23,Lyceum of the Philippines University,Manila,Medicine,Pathology,82,Private
24,Asian Institute of Management,Makati,Medicine,Pathology,60,Private
25,San Beda University,Manila,Medicine,Pathology,63,Private
26,Philippine Normal University,Manila,Medicine,Pathology,50,"Public-private
partnership"
27,Samar State University,Catbalogan City,Medicine,Pathology,92,"Public-private
partnership"
28,Cebu Normal University,Cebu,Medicine,Pathology,71,"Public-private
partnership"
29,Adamson University,Manila,Medicine,Pathology,61,Private
30,University of the Philippines in the Visayas,Iloilo,Medicine,Pathology,12,"Public-private
partnership"
31,Batangas State University,Batangas,Medicine,Pathology,85,"Public-private
partnership"
